-20.0 -69.0 523.4 548.8 -15.1019 -78.6431 4.22391 -4739.0 126.52 -9.79488
-20.0 -65.266666666667 548.8 575.5 8.73079 -37.0379 9.19998 -4975.0 82.077433333333 -9.7950773333333
-20.0 -62.933333333333 549.0 575.7 -9.35328 -75.034 13.2891 -4980.0 56.605066666667 -10.276433333333
-20.0 -58.933333333333 458.7 481.1 25.2486 -13.0232 20.5116 -4152.0 25.018233333333 -10.136004
-20.0 -54.466666666667 444.8 466.5 20.8981 -29.1108 21.3891 -4066.0 42.253366666667 -13.900733333333
-20.0 -51.766666666667 495.8 520.0 -0.201796 41.9078 20.5619 -4488.0 39.3128 -12.622273333333
-20.0 -46.9 453.8 475.9 9.3467 -35.2761 21.5295 -4099.0 21.1695 -16.40066
-20.0 -43.033333333333 386.8 405.7 12.197 -16.7946 21.686 -3490.0 13.867633333333 -18.912193333333
-20.0 -38.033333333333 421.1 441.6 13.297 9.12168 19.8929 -3799.0 9.9649666666667 -18.631653333333
-20.0 -34.766666666667 395.3 414.6 21.8356 16.2449 17.0272 -3576.0 21.0667 -17.898393333333
-20.0 -31.966666666667 436.4 457.7 12.2359 -44.1483 13.3868 -3938.0 29.3535 -15.38184
-20.0 -27.666666666667 526.1 551.7 -3.60831 -32.28 7.51046 -4779.0 27.7253 -14.004533333333
-20.0 -24.866666666667 524.0 549.5 -1.43733 18.5125 4.1573 -4758.0 29.1956 -14.075773333333
-20.0 -20.866666666667 517.6 542.8 -0.486285 -48.6484 -0.240288 -4688.0 34.499366666667 -12.02978
-20.0 -17.166666666667 519.4 544.7 -1.73815 -42.8307 0.190293 -4706.0 30.267833333333 -13.468966666667
-20.0 -11.7 528.5 554.2 -1.29027 -29.4523 1.81505 -4789.0 34.9885 -12.21764
-19.966666666667 -64.2 549.4 576.1 -7.15038 -19.4608 10.726 -4981.0 69.795833333333 -9.9560233333333
-19.966666666667 -61.4 493.1 517.1 24.5494 -81.1732 17.6026 -4481.0 21.792666666667 -11.87516
-19.966666666667 -56.666666666667 573.5 601.4 -14.0534 1.25647 19.9678 -5222.0 54.241133333334 -10.72776
-19.966666666667 -53.666666666667 473.3 496.3 11.7975 -65.8649 21.1312 -4279.0 42.337933333333 -14.292773333333
-19.966666666667 -51.4 482.3 505.8 5.24951 54.9158 20.572 -4360.0 39.084333333333 -12.769573333333
-19.966666666667 -49.0 459.8 482.2 8.89967 -45.7344 20.8146 -4153.0 31.932766666667 -16.505333333333
-19.966666666667 -44.4 405.0 424.7 21.649 86.3391 22.1216 -3651.0 14.3093 -16.609306666667
-19.966666666667 -41.2 387.2 406.1 14.6481 1.55471 21.5662 -3486.0 12.962933333333 -20.02716
-19.966666666667 -38.066666666667 412.1 432.2 17.4489 11.9401 19.9716 -3717.0 9.8793733333333 -18.659266666667
-19.966666666667 -35.133333333333 403.3 423.0 14.8001 3.64096 17.363 -3637.0 17.366733333333 -17.618486666667
-19.966666666667 -32.0 430.9 451.9 13.0088 -14.0181 13.4451 -3889.0 29.233533333333 -15.482586666667
-19.966666666667 -28.633333333333 476.8 500.0 5.41638 47.0644 8.72587 -4310.0 31.2052 -14.060733333333
-19.966666666667 -27.033333333333 468.1 490.9 11.7283 -27.5388 7.1167 -4230.0 27.290333333333 -13.592593333333
-19.966666666667 -24.266666666667 504.3 528.9 2.36872 -18.5679 3.39722 -4565.0 30.286733333333 -13.404493333333
-19.966666666667 -20.433333333333 518.8 544.1 2.19855 -19.087 -0.358784 -4704.0 34.0161 -12.017813333333
-19.966666666667 -14.3 488.6 512.4 2.12824 -6.20234 0.506573 -4423.0 26.426066666667 -13.1254
-19.966666666667 -12.133333333333 527.8 553.5 -1.68246 -28.5908 1.57583 -4784.0 34.9097 -12.15388
-19.933333333333 -67.2 541.7 568.1 0.230862 52.5315 6.45979 -4909.0 104.23433333333 -9.7658406666667
-19.933333333333 -64.4 549.8 576.5 -9.26858 79.1844 10.3427 -4984.0 71.615266666667 -9.8133466666667
-19.933333333333 -61.933333333333 478.2 501.5 16.865 -4.29969 16.0628 -4343.0 40.8715 -11.177106666667
-19.933333333333 -58.6 492.1 516.0 10.4001 38.4441 20.2133 -4473.0 31.252733333333 -9.7935773333333
-19.933333333333 -57.066666666667 542.8 569.2 3.59688 28.9576 19.8725 -4934.0 42.3175 -10.037038666667
-19.933333333333 -53.866666666667 493.5 517.6 8.29964 -56.5205 21.1075 -4468.0 42.2429 -14.37864
-19.933333333333 -49.566666666667 480.3 503.7 -0.800759 -79.1302 20.6661 -4343.0 31.887033333333 -15.5822
-19.933333333333 -46.866666666667 448.1 469.9 12.9964 -49.9593 21.646 -4046.0 20.988033333333 -16.465933333333
-19.933333333333 -42.233333333333 383.6 402.3 19.4979 -39.9269 21.9154 -3453.0 13.280133333333 -19.405026666667
-19.933333333333 -38.433333333333 434.5 455.7 8.49882 69.9012 20.1428 -3926.0 10.10457 -19.115413333333
-19.933333333333 -35.166666666667 398.1 417.5 16.7982 5.66813 17.4852 -3589.0 17.278266666667 -17.606353333333
-19.933333333333 -32.4 424.2 444.9 15.658 7.58925 14.2039 -3827.0 29.221866666667 -16.2343
-19.933333333333 -29.066666666667 462.0 484.5 8.77725 -97.1061 9.38467 -4174.0 31.195933333333 -13.91246
-19.933333333333 -25.566666666667 495.9 520.0 5.92199 16.2419 5.19665 -4488.0 28.009866666667 -13.971753333333
-19.933333333333 -18.166666666667 519.2 544.5 -0.283561 77.1914 0.0631772 -4703.0 30.260433333333 -13.128633333333
